ParkName,UnitCode,FieldName,FieldCode,Formula,IsInSTATS
Fort Smith NHS,FOSM,F15,Day 2 - Slide Programs,NULL,0
Fort Smith NHS,FOSM,F16,Day 2 - Orientations,NULL,0
Fort Smith NHS,FOSM,F17,Day 2 - Tours Given,NULL,0
Fort Smith NHS,FOSM,F18,Day 2 - Tour Groups,NULL,0
Fort Smith NHS,FOSM,F19,Day 2 - School Groups,NULL,0
Fort Smith NHS,FOSM,F20,Day 2 - Roving Contacts,NULL,0
Fort Smith NHS,FOSM,F21,Day 3 - Visitors,NULL,1
Fort Smith NHS,FOSM,F22,Day 3 - Movie Programs,NULL,0
Fort Smith NHS,FOSM,F23,Day 3 - Slide Programs,NULL,0
Fort Smith NHS,FOSM,F24,Day 3 - Orientations,NULL,0
Fort Smith NHS,FOSM,F25,Day 3 - Tours Given,NULL,0
Fort Smith NHS,FOSM,F26,Day 3 - Tour Groups,NULL,0
Fort Smith NHS,FOSM,F27,Day 3 - School Groups,NULL,0
Fort Smith NHS,FOSM,F28,Day 3 - Roving Contacts,NULL,0
Fort Smith NHS,FOSM,F29,Day 4 - Visitors,NULL,1
Fort Smith NHS,FOSM,F30,Day 4 - Movie Programs,NULL,0
Fort Smith NHS,FOSM,F31,Day 4 - Slide Programs,NULL,0
Fort Smith NHS,FOSM,F32,Day 4 - Orientations,NULL,0
Fort Smith NHS,FOSM,F33,Day 4 - Tours Given,NULL,0
Fort Smith NHS,FOSM,F34,Day 4 - Tour Groups,NULL,0
Fort Smith NHS,FOSM,F35,Day 4 - School Groups,NULL,0
Fort Smith NHS,FOSM,F36,Day 4 - Roving Contacts,NULL,0
Fort Smith NHS,FOSM,F37,Day 5 - Visitors,NULL,1
Fort Smith NHS,FOSM,F38,Day 5 - Movie Programs,NULL,0
Fort Smith NHS,FOSM,F39,Day 5 - Slide Programs,NULL,0
Fort Smith NHS,FOSM,F40,Day 5 - Orientations,NULL,0
Casa Grande Ruins NM,CAGR,F2,Grounds Only Visitation,F1*MULTGO,1
Casa Grande Ruins NM,CAGR,F3,Previous Years Recreation,"IIF(RY GTE 2002,F8,OLDTC)",0
Guilford Courthouse NMP,GUCO,F26,PEOPLE USING THE WALKING TRAILS,NULL,0
Glen Canyon NRA,GLCA,F134,Bullfrog Overnights,"IIF(RY GTE 2021, F31A+F30+F30A+F33+F128A+F174A, F128+F129+F30+F30A+F119+F120+F33+F91)",1
Glen Canyon NRA,GLCA,F136,Hite Overnights,"IIF(RY GTE 2021, F56+F52A+F175A+F176A+F178A+F179A, F55+F56+F61+F63+F117+F118+F130+F131)",1
Glen Canyon NRA,GLCA,F137,Lees Ferry Overnights,"IIF(RY GTE 2021, F122+F121, F132+F121+F122+F71)",1
Glen Canyon NRA,GLCA,F138,Escalante Overnights,"IIF(RY GTE 2021, F79, F79+F80)",1
Glen Canyon NRA,GLCA,F139,TOTAL O/N'S IN PARK,CL+CCG+TRVS+BC+MISC+TT,0
Yellowstone NP,YELL,F224,NONREC VEH'S WEST GATE,F17A,0
Yellowstone NP,YELL,F225,NONREC VEH'S SOUTH GATE,F28A,0
Yellowstone NP,YELL,F227,NONREC VEH'S NORTHEAST GATE,F50A,0
Yellowstone NP,YELL,F228,NONREC VEH'S HWY 191 GATE,F141A,0
Devils Tower NM,DETO,F8,TRAFFIC COUNT AT ENTRANCE LANE,F2-F1,0
Yellowstone NP,YELL,RVBB,RV CAMPERS BRIDGE BAY,F58*PPSITER,0
Yellowstone NP,YELL,TTM,TENT CAMPERS MAMMOTH,F59*PPSITET,0
Yellowstone NP,YELL,RVM,RV CAMPERS MAMMOTH,F60*PPSITER,0
Yellowstone NP,YELL,TTCY,TENT CAMPERS CANYON,F61*PPSITET,0
Yellowstone NP,YELL,TTNO,TENT CAMPERS NORRIS,F67*PPSITET,0
Yellowstone NP,YELL,RVNO,RV CAMPERS NORRIS,F68*PPSITER,0
Yellowstone NP,YELL,TTGV,TENT CAMPERS GRANT VILLAGE,F69*PPSITET,0
Yellowstone NP,YELL,RVGV,RV CAMPERS GRANT VILLAGE,F70*PPSITER,0
Yellowstone NP,YELL,TTPC,TENT CAMPERS PEBBLE CREEK,F71*PPSITET,0
Yellowstone NP,YELL,TTIC,TENT CAMPERS INDIAN CREEK,F73*PPSITET,0
Yellowstone NP,YELL,TTCC,TENT CAMPERS SLOUGH CREEK,F77*PPSITET,0
Yellowstone NP,YELL,TTLL,TENT CAMPERS LEWIS LAKE,F79*PPSITET,0
Yellowstone NP,YELL,RVLL,RV CAMPERS LEWIS LAKE,F80*PPSITER,0
Yellowstone NP,YELL,TTTF,TENT CAMPERS TOWER FALLS,F81*PPSITET,0
Yellowstone NP,YELL,RVTF,RV CAMPERS TOWER FALLS,F82*PPSITER,0
Pea Ridge NMP,PERI,F17,Non-Reportable Vehicles,"IIF(RM GTE 5 AND RM LTE 8,NREPSUM,NREPWIN)",1
Cane River Creole NHP,CARI,F16,CELL PHONE TOUR UNIQUE CALLERS,NULL,0
Timpanogos Cave NM,TICA,F25,Number of General Programs (Off-Site),NULL,0
Ross Lake NRA,ROLA,F82,O/N STAYS BY RV CAMPERS AT GOODELL CREEK CG,F19*PPVM,0
Ross Lake NRA,ROLA,F83,O/N STAYS BY TENT CAMPERS AT UPPER GOODELL CREEK GROUP CG,F20*PPVM,0
Ross Lake NRA,ROLA,F84,O/N STAYS BY RV CAMPERS AT UPPER GOODELL CREEK CG,F21*PPVM,0
Ross Lake NRA,ROLA,F85,O/N STAYS BY TENT CAMPERS AT LOWER GOODELL CREEK CG,F22*PPVM,0
Kaloko Honokohau NHP,KAHO,F70,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F71,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F73,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F74,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F75,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F77,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F78,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F79,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F81,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F82,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F83,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F85,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F86,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F87,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F89,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F90,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F91,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F93,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F94,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F95,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F97,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F98,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F99,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F101,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F102,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F103,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F105,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F106,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F107,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F109,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F110,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F111,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F113,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F114,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F115,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F117,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F119,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F121,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F122,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F123,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F125,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F126,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F127,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,KUV,Kaloko Gate,"IIF(RY GTE 2010,0,(F1+F5+F9+F13+F17+F21+F29+F33+F37+F41+F45+F49+F53+F57+F61 +F65+F69+F73+F77+F81+F85+F89+F93+F97+F101+F105+F109+F113 +F117+F121+f125)*2.5)",0
Kaloko Honokohau NHP,KAHO,KUH,KUH,KUV,0
Kaloko Honokohau NHP,KAHO,HBV,HBV Beach Parking Lot 2002 - 2009,"IIF(RY  GTE 2002 and RY LTE 2009,(F2+F6+F10+F14+F18+F22+F30+F34+F38+F42+F46+F50+F54+F58+F62 +F66+F70+F74+F78+F82+F86+F90+F94+F98+F102+F106+F110+F114 +F118+F122+F126),0)",0
Kaloko Honokohau NHP,KAHO,HBH,HBH,((HBV1+HBV)*4),0
Kaloko Honokohau NHP,KAHO,AUIO,Aiopio Gate,"IIF(RY GTE 2010,0,(F3+F7+F11+F15+F19+F27+F31+F35+F39+F43+F47+F51+F55+F59+F63 +F67+F71+F75+F79+F83+F87+F91+F95+F99+F103+F107+F111+F115 +F119+F123+F127))",0
Kaloko Honokohau NHP,KAHO,AIOPH,Aiopio Hours,AUIO*2,0
Fredericksburg & Spotsylvania NMP,FRSP,TOTVIS,TOTAL Visitors,TRV+TNRV,0
Fredericksburg & Spotsylvania NMP,FRSP,TOTVEH,Total Vehicles,F34+F35+F42+F46+F50+F54+F58+F36+F29A,0
George Washington MEM PKWY,GWMP,F15B,BIKERS/HIKERS AT ROSSLYN OVERPASS MP 18,NULL,1
George Washington MEM PKWY,GWMP,F15C,BIKERS/HIKERS AT MOUNT VERNON MP 0,NULL,1
Yellowstone NP,YELL,TTMAD,TENT CAMPERS MADISON,F83*PPSITET,0
Yellowstone NP,YELL,RVFB,RV CAMPERS FISHING BRIDGE PARK,F85,0
Yellowstone NP,YELL,RVCA,RV CAMPERS CANYON,F66*PPSITER,0
Guadalupe Mountains NP,GUMO,F43,TRAFFIC COUNT AT MCKITTRICK CANYON,"IIF(RY GTE 2019,(F4-F3)/2,F4-F3)",1
Guadalupe Mountains NP,GUMO,F44,TRAFFIC COUNT AT PINE SPRINGS,F6-F5,1
Guadalupe Mountains NP,GUMO,F45,TRAFFIC COUNT AT DOG CANYON,"IIF(RY GTE 2019,(F8-F7)/2,(F8-F7)/4)",1
Hubbell Trading Post NHS,HUTR,F15,TRAFFIC COUNT AT MAIN ENTRANCE,(F2-F1)/2,1
Lake Meredith NRA,LAMR,F132,TRAFFIC COUNT AT CEDAR CANYON,F4-F3,0
Lake Meredith NRA,LAMR,F133,TRAFFIC COUNT AT SPRING CANYON,F6-F5,0
Lake Meredith NRA,LAMR,F135,TRAFFIC COUNT AT HARBOR BAY,F10-F9,0
Lake Meredith NRA,LAMR,F136,TRAFFIC COUNT AT ALIBATES/MCBRIDE,F12-F11,0
Lake Meredith NRA,LAMR,F137,TRAFFIC COUNT AT PLUM CREEK,F14-F13,0
Lake Meredith NRA,LAMR,F138,TRAFFIC COUNT AT BLUE WEST,F16-F15,0
Lake Meredith NRA,LAMR,F139,TRAFFIC COUNT AT BIG BLUE,(F18-F17)/2,0
Lake Meredith NRA,LAMR,F141,TRAFFIC COUNT AT NORTH CANYON,F22-F21,0
Lake Meredith NRA,LAMR,F142,TRAFFIC COUNT AT ROSITA,F22-F21,0
Navajo NM,NAVA,F24,TRAFFIC COUNT AT VC,F2-F1,1
Navajo NM,NAVA,F25,TRAFFIC COUNT AT HORSE BARN,"IIF(RY GTE 2006,(F4-F3)/2,F4-F3)",1
Bighorn Canyon NRA,BICA,F9,TRAFFIC COUNT AT OK-A-BEH,F4-F3,0
Bighorn Canyon NRA,BICA,F10,TRAFFIC COUNT AT AFTERBAY,F6-F5,0
Bighorn Canyon NRA,BICA,F48,TRAFFIC COUNT AT SOUTH ENTRANCE,F23-F22,0
Carlsbad Caverns NP,CAVE,F400,TRAFFIC COUNT AT MAIN ENTRANCE,F343-F1,0
Pipe Spring NM,PISP,F7,TRAFFIC COUNT AT MAIN ENTRANCE,"IIF(RY GTE 2017,F3/2,F3/4)",0
Organ Pipe Cactus NM,ORPI,F9,TRAFFIC COUNT AT VISITOR CENTER,F10,1
Gettysburg NMP,GETT,SU3M,GUIDED TOUR BUS VISITORS,F12,0
Wilson's Creek NB,WICR,F23,BLOODY HILL TOURS,NULL,0
Wilson's Creek NB,WICR,F24,CIVIL WAR TALKS,NULL,0
Timpanogos Cave NM,TICA,F39,Number of Days VC is Open,NULL,0
Timpanogos Cave NM,TICA,F21,Number of General Programs (On-Site),NULL,0
Timpanogos Cave NM,TICA,F22,General Program Attendance (On-Site),NULL,0
Timpanogos Cave NM,TICA,F23,Number of Canyon Nature Trail Interpretive Walks,NULL,0
Timpanogos Cave NM,TICA,F24,Canyon Nature Trail Interpretive Walk Attendance,NULL,0
Lake Roosevelt NRA,LARO,SU3M,SPRING CANYON DISTRICT,((sctotal)),0
Lake Roosevelt NRA,LARO,SU4M,BOAT LAUNCHES,((f208+f212+f216+f220+f224+f228+f232+f236+f237c+f237g+f237i +f237m+f210+f214+f218+f222+f226+f230+f234+f237a+f237e +f238+f237k+F21+F50)),0
Saguaro NP,SAGU,TRV,Recreation Visits,REC,0
Saguaro NP,SAGU,TNRV,Non-recreation Visits,NREC,0
Saguaro NP,SAGU,TRVH,Recreation Visitor Hours,RECH,0
Saguaro NP,SAGU,TNRVH,Non-recreation Visitor Hours,NRECH,0
Saguaro NP,SAGU,BC,Backcountry overnight stays,F13,0
Saguaro NP,SAGU,SU1M,(OLD) JAVELINA TRAFFIC,F1,0
Saguaro NP,SAGU,SU5M,(OLD) NONRECREATION VEHICLES,(F51*2),0
Saguaro NP,SAGU,SU2M,(OLD) CACTUS FOREST VISITORS,(F2*3.5),0
Saguaro NP,SAGU,SU6M,(OLD) TOTAL VEHICLES,(F42+F49+SU5M),0
Saguaro NP,SAGU,SU3M,(OLD) RECREATION VISITORS (EAST),(F66),0
Saguaro NP,SAGU,SU7M,(OLD) TOTAL HIKERS,(F56),0
Saguaro NP,SAGU,SU4M,(OLD) RECREATION VISITORS (WEST),(F65),0
Saguaro NP,SAGU,SU8M,(OLD) TOTAL COMMERCIAL USERS,(F57),0
Saguaro NP,SAGU,SU9M,(OLD) NONREC VISITORS,(NREC),0
Saguaro NP,SAGU,SU10M,(OLD) WEST UNIT REC VEHICLES,(F49),0
First Ladies NHS,FILA,REC,REC,F1,0
First Ladies NHS,FILA,RECH,RECH,REC*LOS,0
First Ladies NHS,FILA,TRV,TRV,REC,0
First Ladies NHS,FILA,TRVH,TRVH,RECH,0
Pea Ridge NMP,PERI,REC,Recreation Visits,"IIF(RY GTE 2010,F21,F1+F24)",1
Pea Ridge NMP,PERI,RECH,Recreation Visitor Hours,REC*LOS,0
Pea Ridge NMP,PERI,TRV,Recreation Visits,REC,0
Pea Ridge NMP,PERI,TRVH,Recreation Visitor Hours,RECH,0
John F. Kennedy NHS,JOFI,SU3M,TROLLEYS,F4,0
John F. Kennedy NHS,JOFI,SU7M,SCHOOL GROUPS,F8,0
John F. Kennedy NHS,JOFI,SU4M,TROLLEY VISITS,F5,0
John F. Kennedy NHS,JOFI,SU8M,SCHOOL GROUP VISITS,F9,0
John F. Kennedy NHS,JOFI,SU9M,WEB SITE HITS,F12,0
John F. Kennedy NHS,JOFI,SU11M,RESEARCH REQUESTS,F13,0
Ulysses S. Grant NHS,ULSG,F7,DAY 7,NULL,1
Ulysses S. Grant NHS,ULSG,F8,DAY 8,NULL,1
Ulysses S. Grant NHS,ULSG,F34,SPECIAL EVENTS/MUSEUM TALKS,NULL,0
Ulysses S. Grant NHS,ULSG,REC,REC,(F1+F2+F3+F4+F5+F6+F7+F8+F9+F10+F11+F12+F13+F14+F15+F16+F17 +F18+F19+F20+F21+F22+F23+F24+F25+F26+F27+F28+F29+F30+F31),1
Ulysses S. Grant NHS,ULSG,RECH,RECH,(REC*1.5),0
Ulysses S. Grant NHS,ULSG,TRV,TRV,REC,0
Ulysses S. Grant NHS,ULSG,TRVH,TRVH,RECH,0
Ulysses S. Grant NHS,ULSG,SU1M,OFF-SITE PROGRAMS,(F32),0
Ulysses S. Grant NHS,ULSG,SU2M,OFF-SITE VISITORS,(F33),0
Ulysses S. Grant NHS,ULSG,SU3M,SPECIAL EVENTS/TALKS,(F34),0
Kaloko Honokohau NHP,KAHO,F1,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F2,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F3,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F5,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F6,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F7,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F9,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F10,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F11,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F13,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F14,INACTIVE after 2010,NULL,0
Kaloko Honokohau NHP,KAHO,F15,INACTIVE after 2010,NULL,0
Chesapeake & Ohio Canal NHP,CHOH,F117,Visitors at Georgetown Level 3 Trail,"IIF(RY GTE 2020,F108*DUPLGT,F108/2)",1
Chesapeake & Ohio Canal NHP,CHOH,F291,Visitors at TOWN CREEK AQUEDUCT,"IIF(RY GTE 2020,F286A*PPV1,F286*PPV1)",1
Indiana Dunes NP,INDU,F101,Portage Lake Visitors,"IIF(F42/2 GT 180,(((F42/2)-IIF(RM GTE 4 AND RM LTE 9,NREP1PL,NREP2PL))*PPV),((F42/4)*PPV))",1
Lincoln Boyhood NMEM,LIBO,F11,VISITORS AT MAIN ENTRANCE,M1*PPV,0
Lincoln Boyhood NMEM,LIBO,F12,ADJUSTED VISITORS AT FARM ENTRANCE,FA1*DUPL*PPV,0
Steamtown NHS,STEA,F36,Mall walkway Visitors,((F35/2)*0.75),1
Steamtown NHS,STEA,TotHrs1,Rec Hours 1,((F301A*3)+(F302A*1)+(F17*3)+(F19*3)+(F9*1)+(F303A*1)+(F304A*1)+(F305A*1)+(F306A*3)+(F307A*1)+(F308A*1)+(F309A*0.25)+(F310A*1)+(F311A*0.5)+(F312A*0.5)+(F313A*2)+(F314A*2)+(F315A*1)+(F316A*1)),0
Voyageurs NP,VOYA,F21,DAY USE BOATERS AT RAINY LAKE,NULL,0
Voyageurs NP,VOYA,F22,DAY USE BOATERS AT NAMAKAN,NULL,0
Voyageurs NP,VOYA,F33,Visitor Days,RECH/12,0
Glen Canyon NRA,GLCA,F129,Bullfrog Beach Camp Access O/N Stays,(F28+F29)*PPV2,0
Craters of the Moon NM & PRES,CRMO,F8,TRAFFIC COUNT AT MAIN ENTRANCE,F2,0
Fort Laramie NHS,FOLA,F7,TRAFFIC COUNT AT MAIN GATE,"IIF(RY GTE 2011,F1,F1/2)",1
Montezuma Castle NM,MOCA,F17,TRAFFIC COUNT AT MONTEZUMA CASTLE,F2,0
Montezuma Castle NM,MOCA,F18,TRAFFIC COUNT AT MONTEZUMA WELL,F6/2,0
Organ Pipe Cactus NM,ORPI,F2,TRAFFIC COUNT AT AJO MOUNTAIN ROAD,F6,0
Richmond NBP,RICH,F14,VISITORS AT BEAVER DAM CREEK,F17*PPVBD,1
Chesapeake & Ohio Canal NHP,CHOH,F326,OVERNIGHT STAYS AT LOCKHOUSE 49,NULL,1
Pea Ridge NMP,PERI,F14,Main Gate Traffic Count,NULL,1
Pea Ridge NMP,PERI,F15,Tour Traffic Count,NULL,0
Pea Ridge NMP,PERI,PPV,Persons per Vehicle,"IIF(RM GTE 5 AND RM LTE 8,2.7,2.3)",1
Hawaii Volcanoes NP,HAVO,F46,HWY 11 NON-REC VEHICLES,F47+F48,0
Natchez Trace PKWY,NATR,KREC,Kosciusko Recreation Visitors,F10*EXPK*PPVK,1
Glen Canyon NRA,GLCA,SU6M,RAINBOW BRIDGE,F81,0
Lake Roosevelt NRA,LARO,KFHOURS,KFHOURS,((F93*2+F99*2+F105*2+F111*2+F117*2+F123*2+F129*2+F135*2+F137D*2+F138D*2+F96*2+F102*2+F108*2 +F114*2+F120*2+F126*2+F132*2+F137A*2+F138A*2+F138*18+F142*18+DISPV1*18+F150*18+F154*18+F92*18)),1
Lake Roosevelt NRA,LARO,F158,Fort Spokane VC Visitors,"((F56-IIF(F56 GT 230,IIF(RM GTE 4 AND RM LTE 10,230,20),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F179,Seven Bays Marina Visitors,"((IIF(RY GTE 1993,F77,(F77/2))-IIF(F77 GT 600,IIF(RM GTE 4 AND RM LTE 10,300,25),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F164,Fort Spokane Visitors,"(((F59/2)-IIF(F59 GT 460,IIF(RM GTE 4 AND RM LTE 10,230,200),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F187D,Fort Spokane Swim Beach Visitors,"(F86A*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F170,Porcepine Bay Visitors,"((F63-IIF(F63 GT 150,IIF(RM GTE 4 AND RM LTE 10,150,5),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F176,Hawk Creek Visitors,"((F66-IIF(F66 GT 150,IIF(RM GTE 4 AND RM LTE 10,150,15),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F188,Tent Campers Fort Spokane,((F57+F61+F75A)*PPS),1
Lake Roosevelt NRA,LARO,F192,RV Campers Fort Spokane,((F58+F62+F75B)*PPS),1
Lake Roosevelt NRA,LARO,F196,Backcountry Campers (FS),(F79+F81+F85+disp2),1
Lake Roosevelt NRA,LARO,F200,Group Campers (Fort Spokane),(F89),1
Lake Roosevelt NRA,LARO,DISPV2,DISPV2,DISP2,0
Lake Roosevelt NRA,LARO,DISPH2,DISPH2,DISPV2*18,0
Lake Roosevelt NRA,LARO,F167,Keller Ferry Visitors,"((F74-IIF(F74 GT 520,IIF(RM GTE 4 AND RM LTE 10,520,50),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F187G,Eden Harbor Visitors,"(((F85A/2)-IIF(F85A GT 60,30,0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F173,Crescent Bay Visitors,"((IIF(RY GTE 1993,F76,(F76/2))-IIF(F76 GT 300,IIF(RM GTE 4 AND RM LTE 10,150,5),0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F185,Jones Bay Visitors,"(((F80/2)-IIF(F80 GT 300,30,0))*(IIF(RM LTE 2 OR RM GTE 11,2.0,0)+IIF(RM GTE 3 AND RM LTE 5 OR RM GTE 9 AND RM LTE 10,2.3,0)+IIF(RM GTE 6 AND RM LTE 8,3.0,0)))",1
Lake Roosevelt NRA,LARO,F240,Tent Campers Spring Canyon,"IIF(RY GTE 2021, (F68+F72)*PPS, (F64+F68+F72)*PPS)",1
Lake Roosevelt NRA,LARO,F244,RV Campers Spring Canyon,"IIF(RY GTE 2021, (F69+F73)*PPS, (F65+F69+F73)*PPS)",1
Lake Roosevelt NRA,LARO,F248,Backcountry Campers,((F83+F86+F87+F88+F88A+DISP3)),1
Lake Roosevelt NRA,LARO,F252,MISC,"IIF(RY GTE 2021, F91+F91A, F90+F91+F91A)",1
Lake Roosevelt NRA,LARO,F256,Houseboats Kettle Falls,F92,0
Lake Roosevelt NRA,LARO,DISPV3,DISPV3,DISP3,0
Lake Roosevelt NRA,LARO,DISPH3,DISPH3,((DISPV3*18)),0
Lake Roosevelt NRA,LARO,SCTOTAL,SCTOTAL,((f182+f187a+f187g+f161+f167+f173+f185+f248)),1
Lake Roosevelt NRA,LARO,SCHOURS,SCHOURS,((F182*2+F187A*2+F187G*2+F161*2+F167*2+F173*2+F185*2+F240*18+F244*18+F248*18+F252*18+F257*18)),1
Lake Roosevelt NRA,LARO,F208,BOAT LAUNCHES FROM KETTLE FALLS CA,F6,0
Lake Roosevelt NRA,LARO,F210,BOAT LAUNCHES FROM HUNTERS CA,F38A,0
Lake Roosevelt NRA,LARO,F212,BOAT LAUNCHES FROM EVANS CA,F10,0
Lake Roosevelt NRA,LARO,F214,BOAT LAUNCHES FROM HAWK CREEK CA,F67,0
Lake Roosevelt NRA,LARO,F216,BOAT LAUNCHES FROM BRADBURY BEACH,F28,0
Lake Roosevelt NRA,LARO,F218,BOAT LAUNCHES FROM SPRING CANYON CA,F71,0
Lake Roosevelt NRA,LARO,F220,BOAT LAUNCHES FROM MARCUS ISLAND CA,F20,0
Lake Roosevelt NRA,LARO,F222,BOAT LAUNCHES FROM KELLER FERRY CA,F75,0
Lake Roosevelt NRA,LARO,F224,BOAT LAUNCHES FROM NORTH GORGE CA,F24,0
Lake Roosevelt NRA,LARO,F226,BOAT LAUNCHES FROM SEVEN BAYS MARINA,F78,0
Lake Roosevelt NRA,LARO,F228,BOAT LAUNCHES FROM FRENCH ROCKS BL,F51B,0
